ID,RealTitle,Content_data,Excerpt,Date,Post Type,Permalink,URL,Title,Caption,Description,Alt Text,Featured,URL,category_data,Etiquetas,_yoast_wpseo_is_cornerstone,_vc_post_settings,_my_meta_value_key,thm_highlight,thm_featured,thm_video,thm_video_source,_yoast_wpseo_content_score,_yoast_wpseo_primary_category,_post_views_count,_wp_old_slug,_dp_original,_oembed,_wp_old_date,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed,_oembed
5865,Así queda definida la U9 Masculina,"El pasado Lunes 28 de marzo se llevó a cabo el sorteo de Grupos de la U9 Masculina 2016 que arranca este domingo 3 de abril con el Jamboree en Amador Sports Center a partir de la 8:20 am.

A continuación como quedaron distribuidos los equipos:

<strong>Grupo A:</strong>

Smart Academy de Panamá

King's College

Metropolitan School

&nbsp;

<strong>Grupo B: </strong>

Thomas Jefferson School

Academia Interamericana de Panamá

Colegio Real de Panamá

&nbsp;

<strong>Grupo C: </strong>

Colegio Isaac Rabin

International School of Panama

Panamerican School

&nbsp;

<strong>Grupo D:</strong>

Balboa Academy

El Colegio de Panamá

Colegio Brader",,09/25/2015,post,http://copatalento.com/asi-queda-definida-la-u9-masculina/,http://copatalento.com/wp-content/uploads/2016/03/12891110_1125794084138964_2521119113440390983_o.jpg,12891110_1125794084138964_2521119113440390983_o,,,,http://copatalento.com/wp-content/uploads/2016/03/12891110_1125794084138964_2521119113440390983_o.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,978,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,asi-queda-definida-la-u9-masculina,,,0,0,0,closed,closed,20160330,,,,,,,,,,,,,,,,,,
5998,Las Dragons se llevan el Jamboree,"Con un juego colectivo atractivo y jugadoras con gran capacidad individual las Dragons del Balboa Academy se llevaron de manera contundente el Jamboree U9 Femenino 2016. Entre las jugadoras destacadas de este equipo están Sara Daggak, Lourdes Hernandez y Mia Fondevilla.

La tabla de Posiciones del Jamboree quedó de la siguiente manera:
<ol>
	<li>Balboa Academy: 12 puntos</li>
	<li>Academia Interamericana de Panamá: 8 puntos (Diferencia de +6)</li>
	<li>Colegio Real de Panamá: 8 puntos (Diferencia de +5)</li>
	<li>International School of Panama: 7 puntos</li>
	<li>King's College: 6 puntos</li>
	<li>El Colegio de Panamá: 4 puntos</li>
	<li>Smart Academy de Panamá: 3 puntos</li>
	<li>Colegio Brader: 1 puntos</li>
	<li>Thomas Jefferson School: 0 puntos</li>
</ol>
Ahora este sábado arrancará la Fase de Grupos donde los puntos si cuentan para lograr la clasificación. Mucha suerte a todos los equipos.",,09/25/2015,post,http://copatalento.com/las-dragons-se-llevan-jamboree/,http://copatalento.com/wp-content/uploads/2016/04/F6A7135-copia.jpg,_F6A7135 copia,,,,http://copatalento.com/wp-content/uploads/2016/04/F6A7135-copia.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,1091,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,las-dragons-se-llevan-jamboree,,,0,0,0,closed,closed,20160404,,,,,,,,,,,,,,,,,,
6001,Fighting Owls en lo más alto,"La Academia Interamericana de Panamá gana el Jamboree de la categoría U9 masculina. Los Owls mantienen un juego directo llegando a la porteria rival realizando pocos toques. Este año la categoría tendrá muchísimo nivel y la competencia no será fácil.

Así quedó la tabla de posiciones del Jamboree U9 Masculino 2016:
<ol>
	<li>Academia Interamericana de Panamá: 10 puntos (Diferencia de +8)</li>
	<li>Colegio Brader: 10 puntos (Diferencia de +6)</li>
	<li>Smart Academy de Panamá: 7 puntos (Diferencia de +2)</li>
	<li>El Colegio de Panamá: 7 puntos (Diferencia de +1)</li>
	<li>Balboa Academy: 7 puntos (Diferencia de 0)</li>
	<li>Metropolitan School: 5 puntos</li>
	<li>Panamerican School: 4 puntos (Diferencia de -1)</li>
	<li>International School of Panamá: 4 puntos (Diferencia de -2 y 6 goles a favor)</li>
	<li>Colegio Real de Panamá: 4 puntos (Diferencia de -2 y 3 goles a favor)</li>
	<li>Thomas Jefferson School: 2 puntos (Diferencia de -4 y 3 goles a favor)</li>
	<li>Colegio Isaac Rabin: 2 puntos (Diferencia de -4 y 1 gol a favor)</li>
	<li>Kings College: 2 puntos (Diferencia de -5)</li>
</ol>",,09/30/2015,post,http://copatalento.com/fighting-owls-lo-mas-alto/,http://copatalento.com/wp-content/uploads/2016/04/F6A7572-copia-1.jpg|http://copatalento.com/wp-content/uploads/2016/04/F6A7550-copia.jpg|http://copatalento.com/wp-content/uploads/2016/04/F6A7572-copia.jpg,_F6A7572 copia|_F6A7550 copia|_F6A7572 copia,||,||,||,http://copatalento.com/wp-content/uploads/2016/04/F6A7572-copia-1.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,967,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,fighting-owls-lo-mas-alto,,,0,0,0,closed,closed,20160405,,,,,,,,,,,,,,,,,,
7223,Nacen nuevas estrellas en la Fecha 1,"Luego de un Jamboree apasionante dónde las Dragons del Balboa Academy se coronaron campeonas, todo parecía indicar que tendríamos una Fecha 1 con mucha calidad y jugadoras sobresalientes.

Una de ellas fue Isabella Jade Vila, la número 11 de las Dolphins del International School of Panama marcó 4 goles en 2 partidos demostrando lo importante que es para su equipo que luego de sus victorias 1 por 0 frente al Thomas Jefferson School y 5 por 1 frente al Smart Academy de Panamá se colocaron en lo más alto del Grupo A con 6 puntos.

Otro de los equipos que dio la sorpresa fue el conjunto dirigido por Martin Giorni, la Academia Interamericana de Panamá, que con su juego en conjunto lograron vencer al King's College 2 por 0 y al dificilísimo equipo del Balboa Academy 1 por 0. En palabras de Giorni la clave de su éxito es ""el orden de sus líneas y que su portera, Andrea Duque Estrada, ha ido creciendo durante el torneo siendo pieza fundamental en la victoria contra las Dragons.""

Las Lions del Colegio Real de Panamá no se quedaron atrás y también supieron sumar de a tres en sus dos partidos venciendo por la mínima a El Colegio de Panamá y al Colegio Brader. Sus dos grandes figuras son Ana Laura Barsallo y Natalia Pereira. Para más resultados  y estadísticas de la Fecha 1 de la Copa Talento Colegial U9 Femenino pueden dirigirse a las secciones habilitadas en nuestra página web.

Los esperamos este sábado para más emociones de la U9 Femenina en la Fecha 2 de la Copa Talento Colegial by St. Georges Bank.

&nbsp;",,09/30/2015,post,http://copatalento.com/nacen-nuevas-estrellas-la-fecha-1/,http://copatalento.com/wp-content/uploads/2016/04/12961407_1135360819848957_8457609967110923444_o.jpg,12961407_1135360819848957_8457609967110923444_o,,,,http://copatalento.com/wp-content/uploads/2016/04/12961407_1135360819848957_8457609967110923444_o.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,689,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,nacen-nuevas-estrellas-la-fecha-1,,,0,0,0,closed,closed,20160412,,,,,,,,,,,,,,,,,,
7232,Sánchez y Typaldos: Goleadores Insaciables,"El 10 de los Fighting Owls (Nicolás Typaldos) y el 10 de los Dolphins (Diego Sánchez) hicieron saltar chispas en el engramado del Amador Sports Center al anotar 6 goles en 2 partidos cada uno. Ambos fueron piezas fundamentales para que sus equipos consiguieran la primera posición de sus respectivos grupos con 6 puntos.

Otro de esos equipos que encabeza su grupo con 6 es el Smart Academy de Panamá. El equipo dirigido por Pedro Liendo tiene una ofensiva letal que incluye a Pedro Valverde, Roger Nuñez y Alexis Ponce, estos últimos dos tienen una conexión especial ya que llevan 2 temporadas compartiendo la delantera titular de los Tigers.

Por otra parte los Dragons también lograron la primera posición de su Grupo, el D, con un bonito juego en conjunto, siempre ofensivo y continuo. Los dirigidos por el Profesor Acuña tienen en sus filas jugadores que pueden marcar la diferencia como Juan Humera y Christian Bjorck. Para más resultados  y estadísticas de la Fecha 1 de la Copa Talento Colegial U9 Masculino pueden dirigirse a las secciones habilitadas en nuestra página web.

Los esperamos este domingo para más emociones de la U9 Masculina en la Fecha 2 de la Copa Talento Colegial by St. Georges Bank.",,09/30/2015,post,http://copatalento.com/sanchez-typaldos-goleadores-insaciables/,http://copatalento.com/wp-content/uploads/2016/04/12983934_1135384359846603_3989194587161030254_o.jpg,12983934_1135384359846603_3989194587161030254_o,,,,http://copatalento.com/wp-content/uploads/2016/04/12983934_1135384359846603_3989194587161030254_o.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,915,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,sanchez-typaldos-goleadores-insaciables,,,0,0,0,closed,closed,20160413,,,,,,,,,,,,,,,,,,
7252,Power Rankings F1 U9 Femenino,"Con el Playoff Picture podrán saber como van sus equipos de cara a los Playoffs de la Copa Talento. Les recordamos que clasificarán a la siguiente ronda los 6 equipos que más puntos acumulen en la Tabla General independientemente de la posición que obtengan en su Grupo por lo que el Playoff Picture les dará una idea de cuales son las probabilidades de cada equipo de pasar a la siguiente ronda.
<ol>
	<li><strong>International School of Panama:</strong> las Dolphins acumulan 6 puntos y una diferencia de goles de +5. El equipo dirigido por Evaristo Bellido y Christine Lamastus suben 3 posiciones en comparación con el Jamboree.</li>
	<li><strong>Academia Interamericana de Panamá:</strong> luego de ganar sus dos partidos logran ubicarse en la segunda posición de la Tabla General con 6 puntos y una diferencia de goles de +3.</li>
	<li><strong>Colegio Real de Panamá: </strong>con 6 puntos y una diferencia de goles de +2 las Lions logran la tercera posición de la Tabla General.</li>
	<li><strong>Balboa Academy: </strong>las Dragons<strong> </strong>suman 3 puntos y una diferencia de goles de +2.</li>
	<li><strong>El Colegio De Panamá:</strong> las Mighty Eagles están empatadas con las Dragons con 3 puntos pero una diferencia de goles de 0.</li>
	<li><strong>Thomas Jefferson School:</strong> fue el equipo que más diferencia obtuvo en comparación con el Jamboree. Las Panthers suman 1 punto y una diferencia de goles de -1.</li>
	<li><strong>Smart Academy de Panamá:</strong> mantienen la misma posición obtenida en el Jamboree. Suman 1 punto y -4 en diferencia de goles.</li>
	<li><strong>Colegio Brader -- : </strong>las actuales campeonas están lejos de la forma obtenida la temporada pasada pero aún así luchan por meterse entre los seis primeros lugares. Tienen 0 puntos y una diferencia de goles de -2.</li>
	<li><strong>King's College ↓: </strong>el equipo dirigido por Mark Bradley baja 4 posiciones en comparación con lo obtenido en el Jamboree. Tienen 0 puntos y una diferencia de goles de -5.</li>
</ol>",,09/30/2015,post,http://copatalento.com/?p=7252,,,,,,,,Copa Talento,"copa talento,futbol,panama",,,,,,,,,,,,,,,draft,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,power-rankings-fecha-1-u9-femenino,,,0,0,0,closed,closed,20160413,,,,,,,,,,,,,,,,,,
7337,Dolphins y Lions directo a semis,"El pasado sábado 16 de abril se llevó a cabo la Fecha 2 de la Copa Talento Colegial categoría U9 femenina. Esta fecha es una de las más importantes ya que se definen los 6 equipos que pasarán a la ronda de ""Playoffs"".

Los dos equipos que lograron su pase directo a semis fueron las Dolphins del International School of Panama con 12 puntos y una diferencia de goles de +12 y las Lions del Colegio Real de Panamá con 12 puntos y una diferencia de +7. Lo increíble es que las Dolphins lograron el primer lugar de la tabla general jugando con tan sólo 6 jugadoras en la Fecha 2. Las Lions dominaron con una delantera letal que incluye a Natalia Pereira, Ana Laura Barsallo y Mia Caballero.

La Academia también logró el pase ganando todos sus partidos pero con menos goles a favor que las Dolphins y Lions por eso se tuvieron que conformar con la tercera plaza. Las Owls se enfrentarán a las Smart Academy Tigers el sábado a las 3:10 p.m. el equipo ganador tendrá que jugar contra las Lions del Colegio Real de Panamá en las semifinales el domingo a las 8:20 a.m.

Por otro lado las Dragons del Balboa Academy (4 posición) y las Mighty Eagles del Colegio de Panamá (5 posición) disputarán el partido de Wildcard a las 2:20 p.m. del sábado. La ganadora de este encuentro tendrá que jugar contra las ISP Dolphins el Domingo a las 9:10 a.m.

Los esperamos este fin de semana con partidos que estamos seguros serán vibrantes.",,09/30/2015,post,http://copatalento.com/owls-lions-directo-semis/,http://copatalento.com/wp-content/uploads/2016/04/12983335_1138993162819056_7437793050833745701_o.jpg,12983335_1138993162819056_7437793050833745701_o,,,,http://copatalento.com/wp-content/uploads/2016/04/12983335_1138993162819056_7437793050833745701_o.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,1059,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,owls-lions-directo-semis,,,0,0,0,closed,closed,20160419,,,,,,,,,,,,,,,,,,
7340,Moreno y los Mustangs se catapultan a Playoffs,"Los Panamerican Mustangs venían de una Fecha 1 algo decepcionante luego de perder 6 por 2 contra el International School of Panama, llegaban además, en la sexta posición, obligados a ganar sus dos partidos de Fecha 2. En el primer encuentro vencieron 1 por 0 a los Dolphins y sumaron otros tres puntos ganándole 3 por 0 al Isaac Rabin. Con esto los Mustangs pasan de la sexta a la tercera posición y se enfrentarán en la ronda de Wildcard el sábado a las 3:10 p.m al Colegio Real de Panamá que clasificó de sexto gracias a su diferencia de goles.

En la cuarta posición quedaron los Dolphins y tendrán que jugar contra los Drangons del Balboa Academy a las 2:20 p.m. del sábado 23 de abril.

Los dos equipos que clasificaron a semifinales directamente fueron los Owls de la Academia Interamericana de Panamá con una increíble diferencia de goles de +27 y los Smart Academy Tigers que quedaron segundos con 9 puntos y una diferencia de goles +7. Los Owls se enfrentarán el domingo a las 9:10 a.m. al ganador del encuentro entre los Panamerican Mustangs y los Lions del Colegio Real, mientras que los Tigers jugarán el domingo a las 8:20 a.m. contra el vencedor del partido entre los Dolphins del ISP y los Dragons del Balboa Academy.

Este fin de semana se definirán los equipos que disputarán la GRAN FINAL de la Copa Talento Colegial. Estamos a pocos días de conocer al campeón de esta categoría.

&nbsp;",,10/01/2015,post,http://copatalento.com/moreno-los-mustangs-se-catapultan-playoffs/,http://copatalento.com/wp-content/uploads/2016/04/13063323_1139368502781522_5441123035496167054_o.jpg,13063323_1139368502781522_5441123035496167054_o,,,,http://copatalento.com/wp-content/uploads/2016/04/13063323_1139368502781522_5441123035496167054_o.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,876,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,moreno-los-mustangs-se-catapultan-playoffs,,,0,0,0,closed,closed,20160420,,,,,,,,,,,,,,,,,,
7498,¡Nos vemos en la Final!,"Partidos cardiacos, goles increíbles y muchas emociones se vivieron en la ronda de Playoffs de la Copa Talento Colegial categoría U9 Femenina.

<strong>Wildcard</strong>

El pasado sábado 23 de abril se llevó a cabo la ronda de Wildcard donde el Balboa Academy logró vencer 3 por 2 a El Colegio de Panamá. El partido terminó empate a dos en el tiempo regular pero en Tiempo Extra Luciana García, la capitana de las Dragons, puso el definitivo 3 a 2. En el otro partido de Wildcard las Owls vencieron 4 por 1 a las Tigers del Smart Academy, este partido también se fue a tiempo extra con un marcador de 1 por 1 pero en el alargue De Luca, Eleta y Leigndier sellaron el pase de las Fighting Owls a las semifinales.

<strong>Semifinales</strong>

A primera hora del Domingo 24 de abril se enfrentaban las Lions del Colegio Real de Panamá que habían pasado directo a semis luego de terminar segundas en la tabla general a las Owls de la Academia Interamericana de Panamá. El partido estuvo muy cerrado, con oportunidades para ambos equipos pero Maruquel Canavaggio de las Owls en el minuto 11 puso el definitivo 1 por 0 que le dio el pase a la Gran Final al equipo dirigido por Martin Giorni.

En la otra semifinal teníamos a las Dolphins que lograron el pase directo a semis luego de terminar la fase de grupos de primeras en la tabla general y a las Balboa Dragons que venían de un partido complicado en la ronda de Wildcard. El partido arrancó con un tanto de Isabella Jade Vila al minuto 5 pero antes de irnos al medio tiempo Luciana García lo empataba. El empate continuaba en el segundo tiempo pero Sara Daggak a 5 minutos del final anotaría el gol que le da el pase a las Dragons a la Gran Final.

Así llegamos a la recta final de esta U9 Femenina 2016, fue una temporada en la que vimos el progreso y la evolución de muchos equipos. Este sábado a partir de la 1:30 p.m. en Amador Sports Center conoceremos a los equipos campeones de cada categoría y también las ganadoras de premios individuales. Avísenle a sus familiares, compañeros y amigos, apoyen a su colegio.

<strong>Horario: </strong>

1:30 p.m. 3er y 4to Lugar: Colegio Real de Panamá vs International School of Panama

3:30 p.m. GRAN FINAL: Balboa Academy vs Academia Interamericana de Panamá",,10/05/2015,post,http://copatalento.com/nos-vemos-la-final-2/,http://copatalento.com/wp-content/uploads/2016/04/Femenina.jpg|http://copatalento.com/wp-content/uploads/2016/04/Untitled2.jpg,Femenina|Untitled2,|,|,|,http://copatalento.com/wp-content/uploads/2016/04/Femenina.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,920,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,nos-vemos-la-final-2,,,0,0,0,closed,closed,20160426,,,,,,,,,,,,,,,,,,
7501,Owls y Mustangs: Los Reyes de la Cancha,"El pasado sábado 23 y domingo 24 abril se llevaron a cabo los Playoffs de la categoría U9 Masculina de la Copa Talento Colegial.

<strong>Wildcard</strong>

Los dos partidos de Wildcard fueron dignos de una ronda de Playoffs. El primero entre el International School of Panama y el Balboa Academy se tuvo que ir al alargue porque terminaron en tiempo regular 3-3. En el tiempo extra Diego Sánchez marcó dos tantos que le dieron el pase definitivo a los Dolphins a las semifinales del domingo 24.

El otro encuentro entre Panamerican y Colegio Real empezó con dos goles de camerino de Ian Moreno en el minuto 1 y 3 pero los Lions descontaron en el 4 y luego en el primer minuto del segundo tiempo empatarían el partido. Lenin Flores a cinco minutos del final marcaría el tercero para los Lions que ya se imaginaban en las semifinales pero Armando Luque del Panamerican con un potente derechazo en el 27 pondría el 3 por 3 y Diego Ordoñez el definitivo 4 por 3 a un minuto del final.

<strong>Semifinales</strong>

El primer partido de Semis lo disputaron el Panamerican School y el Smart Academy. Los dirigidos por Wess Torres se llevaron la victoria luego de que Adrian Magallon en el '17 y Ian Moreno en el '25 anotaran los dos tantos que le dieron el pase a los Mustangs a la Final. El único tanto del Smart lo anotó Roger Nuñez.

El otro encuentro fue una final anticipada, dos de los mejores equipos de la Copa se enfrentaban cara a cara por un pase a la Gran Final. El partido se iría a Tiempo Extra luego de que Nicolas Koll a pase de Diego Sánchez anotara para el ISP y Hector Ortega a pase de Daniel Espinosa logró el empate para la Academia. En tiempo extra nuevamente Ortega con un tiro casi sin ángulo anotaba el segundo tanto para los Owls y Typaldos en el '38 marcaba el definitivo 3 por 1 que le da a la Academia la oportunidad de volver a disputar una Final, esta vez contra el Panamerican School.

Así llegamos a la recta final de esta U9 Masculina 2016, fue una de las temporadas más reñidas que hemos tenido y tendrá su culminación este sábado a partir de la 1:30 p.m. en Amador Sports Center donde conoceremos a los equipos campeones de cada categoría y también los ganadores de los premios individuales. Avísenle a sus familiares, compañeros y amigos. Acompañennos y apoyen a su equipo preferido.

<strong>Horario: </strong>

2:15 p.m. 3er y 4to Lugar: Smart Academy de Panamá vs International School of Panama

4:15 p.m. GRAN FINAL: Panamerican School vs Academia Interamericana de Panamá
<div class=""social-button""></div>",,10/05/2015,post,http://copatalento.com/owls-mustangs-los-reyes-la-cancha/,http://copatalento.com/wp-content/uploads/2016/04/Masculino-U9.jpg|http://copatalento.com/wp-content/uploads/2016/04/Owls-Mustangs.png,Masculino U9|Owls Mustangs,|,|,|,http://copatalento.com/wp-content/uploads/2016/04/Masculino-U9.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,1007,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,owls-mustangs-los-reyes-la-cancha,,,0,0,0,closed,closed,20160426,,,,,,,,,,,,,,,,,,
7639,Doble Campeonato para los Fighting Owls,"En una tarde llena de emociones se vivió la Fecha Final de la Copa Talento Colegial U9.

<strong>Tercer Lugar Femenino</strong>

International School of Panama 0-1 Colegio Real de Panamá

En un partido luchado, las dirigidas por Fernando Clavero (CRP) lograron anotar el único tanto del encuentro cuando apenas se disputaban ocho minutos de partido por intermedio de Ana Laura Barsallo. Con el marcador a favor, lograron organizarse defensivamente dentro del terreno de juego y así evitar el juego ofensivo de las Dolphins liderada por Solstice Binder e Isabella Vila. Con esta victoria, las chicas del Colegio Real de Panamá se quedaron con el Tercer Lugar.

&nbsp;

<strong>Tercer Lugar Masculino</strong>

Smart Academy de Panamá 3 (4) – 3 (2) International School of Panama

En un partido no apto para cardiacos, los Tigers del Smart Academy lograron el Tercer Lugar al vencer en la tanda de penales a los ISP Dolphins por marcador de 4-2.

En el primer tiempo se anotaron 6 goles entre ambos equipos, los Tigers liderados por Alexis Ponce (SAP) quien anotó 3 goles, mientras que Diego Sánchez (ISP) anotó 2 tantos para el ISP. El segundo tiempo fue más cerrado, ninguno quería arriesgar y fue por la vía de los penales donde se definió el partido.

&nbsp;

<strong>Final Femenino</strong>

Balboa Academy 0 (2) – 0 (4) Academia Interamericana de Panamá

Ambos colegios iban en busca de su primer campeonato en la U9 Femenino. Las Dragons disputaban su primera final, mientras las Fighting Owls disputaban su tercera final en los últimos cuatro años.

Como era de esperarse, fue un partido muy luchado donde las Dragons intentaron varias veces por intermedio de Sara Daggak (BAL) pero la gran línea defensiva liderada por la capitana Paulina Eleta (AIP) no permitió mucho juego ofensivo.

En el tiempo extra, faltando tres minutos de partido las Dragons fallaron un penal que les hubiera significado el título de campeonas. En la tanda de penales la portera de las Fighting Owls, Andrea Duque-Estrada, fue figura al detener dos penales y así coronarse por primera vez, campeonas del a U9.

&nbsp;

<strong>Final Masculino</strong>

Academia Interamericana de Panama 4-1 Panamerican School

Los Fighting Owls de la AIP iban en busca de la hazaña, tres campeonatos de forma consecutiva en la U9. Mientras el Panamerican School buscaba romper el maleficio de tres años sin conseguir un título en ninguna de las categorías.

En un primer tiempo muy disputado, cuando apenas se cumplían nueve minutos de partido los Fighting Owls iban ganando momentáneamente 2-1. Pero en el segundo tiempo se impuso la experiencia y los Fighting Owls lograron ampliar el marcador y así ganar su partido 4-1.

Nicolas Typaldos (AIP), MVP de la Copa Talento Colegial U9, anotó tres tantos y fue figura del partido. Con este campeonato, la Academia Interamericana de Panamá logra una hazaña nunca antes vista, tres campeonatos seguidos.",,10/05/2015,post,http://copatalento.com/doble-campeonato-los-fighting-owls/,http://copatalento.com/wp-content/uploads/2016/05/AIPAIP.jpg|http://copatalento.com/wp-content/uploads/2016/05/Untitled.jpg|http://copatalento.com/wp-content/uploads/2016/05/bbbb.jpg|http://copatalento.com/wp-content/uploads/2016/05/fsbjsdfjf.jpg,AIPAIP|Untitled|bbbb|fsbjsdfjf,|||,|||,|||,http://copatalento.com/wp-content/uploads/2016/05/AIPAIP.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,647,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,doble-campeonato-los-fighting-owls,,,0,0,0,closed,closed,20160506,,,,,,,,,,,,,,,,,,
7822,Tiki-Taka en el Jamboree Femenino,"El pasado sábado 7 de mayo se llevó a cabo el Jamboree de la categoría U12 Femenina de la Copa Talento Colegial. Pudimos notar en los partidos cortos de 1 sólo tiempo de 10 minutos que los equipos se han preparado fuertemente para esta temporada lo que quiere decir que será una temporada muy reñida con muchísima calidad.

El trofeo de campeonas del Jamboree se lo llevó la Academia Interamericana de Panamá y mucho tuvo que ver su referente en ataque Daniela Hincapié quién marcó 4 goles y 1 asistencia. Otro de los equipos que sorprendió fue el King's College que con la combinación Vallejo - García Cordero pusieron en aprieto a muchos colegios. A continuación como quedó definido el Jamboree:
<ol>
	<li>Academia Interamericana de Panamá con 10 pts y una diferencia de goles de +5</li>
	<li>Colegio Real de Panamá con 10 pts y una diferencia de goles de +4</li>
	<li>Balboa Academy con 7 pts</li>
	<li>King's College con 6 pts</li>
	<li>Panamerican School con 5 pts</li>
	<li>El Colegio de Panamá con 4 pts</li>
	<li>Colegio Brader con 3 pts</li>
	<li>Smart Academy de Panamá con 2 pts</li>
	<li>International School of Panama con 1 pt</li>
</ol>
Este sábado continúan las emociones de la Copa Talento con el inicio de la Fase de Grupos, acompañennos y descubran la calidad del fútbol femenino en Panamá.",,10/05/2015,post,http://copatalento.com/regreso-futbol-la-u12/,http://copatalento.com/wp-content/uploads/2016/05/MG_4712-copia.jpg,_MG_4712 copia,,,,http://copatalento.com/wp-content/uploads/2016/05/MG_4712-copia.jpg,,Copa Talento,"copa talento,futbol,panama",,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",sidebar,0,0,,1,,51,692,,,,,publish,5,mzuniga,mzuniga@atevosports.com,Copa,Talento,regreso-futbol-la-u12,,,0,0,0,closed,closed,20160510,,,,,,,,,,,,,,,,,,
